text,classification,text_tokens
 #Verificamos: El video que muestra a una anciana siendo inmovilizada por policías municipales en Sorocaba es viejo,1,"['verificamos', 'el', 'video', 'muestra', 'una', 'anciana', 'siendo', 'inmovilizada', 'policías', 'municipales', 'en', 'sorocaba', 'es', 'viejo']"
 #Verificamos: Marcelo Bretas no posteó un texto diciendo que la hidroxicloroquina dificulta la corrupción de políticos,1,"['verificamos', 'marcelo', 'bretas', 'posteó', 'un', 'texto', 'diciendo', 'la', 'hidroxicloroquina', 'dificulta', 'la', 'corrupción', 'políticos']"
 #Verificamos: El hombre que aparece al lado de Doria y otros políticos no es un “chino detenido con carga robada”,1,"['verificamos', 'el', 'hombre', 'aparece', 'al', 'doria', 'y', 'otros', 'políticos', 'es', 'un', 'chino', 'detenido', 'con', 'carga', 'robada']"
 #Verificamos: El video que muestra a la PM de San Pablo agrediendo a un hombre fue publicado en diciembre,1,"['verificamos', 'el', 'video', 'muestra', 'la', 'pm', 'san', 'pablo', 'agrediendo', 'un', 'hombre', 'fue', 'publicado', 'en', 'diciembre']"
 La quinina presente en el agua tónica no ayuda a tratar o prevenir la Covid-19,1,"['la', 'quinina', 'presente', 'en', 'el', 'agua', 'tónica', 'ayuda', 'tratar', 'prevenir', 'la', 'covid']"
 #Verificamos: El video del saqueo a un supermercado es antiguo y no se filmó en Brasil,1,"['verificamos', 'el', 'video', 'del', 'saqueo', 'un', 'supermercado', 'es', 'antiguo', 'y', 'filmó', 'en', 'brasil']"
" #Verificamos: É falso que Bar Brahma, em São Paulo, vai fechar as portas depois da pandemia",1,"['verificamos', 'falso', 'bar', 'brahma', 'paulo', 'fechar', 'portas', 'pandemia']"
" #Verificamos: PMs em vídeo viral prestam continência para soldado, não para manifestantes contrários ao isolamento social",1,"['verificamos', 'pms', 'vídeo', 'viral', 'prestam', 'continência', 'soldado', 'manifestantes', 'contrários', 'isolamento', 'social']"
 #Verificamos: É falso que São Paulo recebe 16 mil reais para cada registro de morte por Covid-19 ,1,"['verificamos', 'falso', 'paulo', 'recebe', 'reais', 'registro', 'morte', 'covid']"
 #Verificamos: Es falso que los alimentos con “pH más alcalino” ayudan a combatir la Covid-19,1,"['verificamos', 'es', 'falso', 'los', 'alimentos', 'con', 'ph', 'más', 'alcalino', 'ayudan', 'combatir', 'la', 'covid']"
 #Verificamos: Son falsos el tuit y el perfil del Gral. Heleno afirmando que Bolsonaro tuvo Covid-19,1,"['verificamos', 'son', 'falsos', 'el', 'tuit', 'y', 'el', 'perfil', 'del', 'gral', 'heleno', 'afirmando', 'bolsonaro', 'tuvo', 'covid']"
 #Verificamos: El video que muestra a guardias en Bahía agrediendo a una mujer no tiene relación con la Covid-19,1,"['verificamos', 'el', 'video', 'muestra', 'guardias', 'en', 'bahía', 'agrediendo', 'una', 'mujer', 'tiene', 'relación', 'con', 'la', 'covid']"
 #Verificamos: Es falso que el hospital dedicado al Covid-19 en Fortaleza no tiene pacientes,1,"['verificamos', 'es', 'falso', 'el', 'hospital', 'dedicado', 'al', 'covid', 'en', 'fortaleza', 'tiene', 'pacientes']"
 #Verificamos: Es vieja la foto que muestra a João Doria en una “fiesta” en Araçatuba,1,"['verificamos', 'es', 'vieja', 'la', 'foto', 'muestra', 'joão', 'doria', 'en', 'una', 'fiesta', 'en', 'araçatuba']"
 #Verificamos: Es falso que las muertes por Covid-19 disminuyeron después de una “investigación” de la Policía Federal,1,"['verificamos', 'es', 'falso', 'las', 'muertes', 'covid', 'disminuyeron', 'después', 'una', 'investigación', 'la', 'policía', 'federal']"
 #Verificamos: Sitios web distorsionan el comunicado de Renner sobre el cierre de tiendas por Covid-19,1,"['verificamos', 'sitios', 'web', 'distorsionan', 'el', 'comunicado', 'renner', 'el', 'cierre', 'tiendas', 'covid']"
 #Verificamos: É falso que andar de hospital no Amazonas não tem mais pacientes com Covid-19,1,"['verificamos', 'falso', 'andar', 'hospital', 'amazonas', 'pacientes', 'covid']"
 #Verificamos: Foto de Witzel almoçando em Angra dos Reis não foi tirada durante pandemia,1,"['verificamos', 'foto', 'witzel', 'almoçando', 'angra', 'reis', 'tirada', 'pandemia']"
 #Verificamos: Es falso que Caixa bloqueó la asistencia de emergencia a 187.000 personas,1,"['verificamos', 'es', 'falso', 'caixa', 'bloqueó', 'la', 'asistencia', 'emergencia', 'personas']"
 #Verificamos: Es falso que estén enterrando cajones vacíos en el Amazona,1,"['verificamos', 'es', 'falso', 'estén', 'enterrando', 'cajones', 'vacíos', 'en', 'el', 'amazona']"
 #Verificamos: Un posteo se equivoca al afirmar que nuevos casos de Covid-19 disminuyen diariamente en el mundo,1,"['verificamos', 'un', 'posteo', 'equivoca', 'al', 'afirmar', 'nuevos', 'casos', 'covid', 'disminuyen', 'diariamente', 'en', 'el', 'mundo']"
 #Verificamos: Nueva estafa ofrece kits de productos de limpieza e higiene gratuitos durante la pandemia,1,"['verificamos', 'nueva', 'estafa', 'ofrece', 'kits', 'productos', 'limpieza', 'higiene', 'gratuitos', 'la', 'pandemia']"
 #Verificamos: Es falso que el FBI confiscó máscaras importadas de China contaminadas con el nuevo coronavirus,1,"['verificamos', 'es', 'falso', 'el', 'fbi', 'confiscó', 'máscaras', 'importadas', 'china', 'contaminadas', 'con', 'el', 'nuevo', 'coronavirus']"
 #Verificamos: Es falso que GloboNews informó la muerte de un traficante como Covid-19,1,"['verificamos', 'es', 'falso', 'globonews', 'informó', 'la', 'muerte', 'un', 'traficante', 'covid']"
 #Verificamos: Es vieja la foto del gobernador de RS junto a su hermano en una atracción turística,1,"['verificamos', 'es', 'vieja', 'la', 'foto', 'del', 'gobernador', 'rs', 'junto', 'su', 'hermano', 'en', 'una', 'atracción', 'turística']"
 #Verificamos: Es falso que el hospital de campaña en Santo André no tiene pacientes,1,"['verificamos', 'es', 'falso', 'el', 'hospital', 'campaña', 'en', 'santo', 'andré', 'tiene', 'pacientes']"
 #Verificamos: El incendio en automóvil mostrado en video viral no fue causado por alcohol en gel,1,"['verificamos', 'el', 'incendio', 'en', 'automóvil', 'mostrado', 'en', 'video', 'viral', 'fue', 'causado', 'alcohol', 'en', 'gel']"
 #Verificamos: La fotografía de una joven pisoteada por un policía es vieja y no es de Ceará,1,"['verificamos', 'la', 'fotografía', 'una', 'joven', 'pisoteada', 'un', 'policía', 'es', 'vieja', 'y', 'es', 'ceará']"
" #Verificamos: Publicación se equivoca al comparar la tasa de mortalidad de Covid-19 en Minas Gerais, San Pablo, Ceará y Río de Janeiro",1,"['verificamos', 'publicación', 'equivoca', 'al', 'comparar', 'la', 'tasa', 'mortalidad', 'covid', 'en', 'minas', 'gerais', 'san', 'pablo', 'ceará', 'y', 'río', 'janeiro']"
 #Verificamos: Es falso que Nelson Teich está “auditando” cifras de la Covid-19,1,"['verificamos', 'es', 'falso', 'nelson', 'teich', 'auditando', 'cifras', 'la', 'covid']"
 #Verificamos: Es falso el video de un supuesto reportaje sobre la alerta de la OMS por “máscaras infectadas con coronavirus”,1,"['verificamos', 'es', 'falso', 'el', 'video', 'un', 'supuesto', 'reportaje', 'la', 'alerta', 'la', 'oms', 'máscaras', 'infectadas', 'con', 'coronavirus']"
 #Verificamos: El video del abordaje policial en MG no tiene relación con la Covid-19,1,"['verificamos', 'el', 'video', 'del', 'abordaje', 'policial', 'en', 'mg', 'tiene', 'relación', 'con', 'la', 'covid']"
 #Verificamos: El gobierno no suspendió el pago del subsidio de emergencia por falta de dinero,1,"['verificamos', 'el', 'gobierno', 'suspendió', 'el', 'pago', 'del', 'subsidio', 'emergencia', 'dinero']"
" #Verificamos: Es falso que el té de limón, ajo y jambú cura la Covid-19",1,"['verificamos', 'es', 'falso', 'el', 'té', 'limón', 'ajo', 'y', 'jambú', 'cura', 'la', 'covid']"
 #Verificamos: Es falso que el sistema de UPAs de Río induce un alto registro de casos de Covid-19,1,"['verificamos', 'es', 'falso', 'el', 'upas', 'río', 'induce', 'un', 'alto', 'registro', 'casos', 'covid']"
 #Verificamos: Es falso que WhatsApp tuvo un bloqueo determinado por la Justicia en 2020,1,"['verificamos', 'es', 'falso', 'whatsapp', 'tuvo', 'un', 'bloqueo', 'determinado', 'la', 'justicia', 'en']"
 #Verificamos: Pesquisador chinês morto nos EUA não estava ‘prestes a descobrir’ vacina para Covid-19,1,"['verificamos', 'pesquisador', 'chinês', 'morto', 'eua', 'prestes', 'descobrir', 'vacina', 'covid']"
 #Verificamos: Prefeitura do Rio não adotou plano de reabertura do comércio para início de junho,1,"['verificamos', 'prefeitura', 'rio', 'adotou', 'plano', 'reabertura', 'comércio', 'início', 'junho']"
 #Verificamos: Vídeo de homem retirado vivo de túmulo é antigo e não tem relação com pandemia de Covid-19,1,"['verificamos', 'vídeo', 'homem', 'retirado', 'vivo', 'túmulo', 'antigo', 'pandemia', 'covid']"
 #Verificamos: La foto del cajón vacío es vieja y no tiene relación con los entierros en el Amazonas por Covid-19,1,"['verificamos', 'la', 'foto', 'del', 'cajón', 'vacío', 'es', 'vieja', 'y', 'tiene', 'relación', 'con', 'los', 'entierros', 'en', 'el', 'amazonas', 'covid']"
 #Verificamos: Foto no prueba entierro de un “cajón vacío” cargado por dos hombres durante la pandemia,1,"['verificamos', 'foto', 'prueba', 'entierro', 'un', 'cajón', 'vacío', 'cargado', 'hombres', 'la', 'pandemia']"
 #Verificamos: Es falso que los cajones de víctimas de Covid-19 en Belo Horizonte estaban llenos de piedras,1,"['verificamos', 'es', 'falso', 'los', 'cajones', 'víctimas', 'covid', 'en', 'belo', 'horizonte', 'estaban', 'llenos', 'piedras']"
 #Verificamos: Una estafa promete vales por combustible de Petrobras en la pandemia de Covid-19,1,"['verificamos', 'una', 'estafa', 'promete', 'vales', 'combustible', 'petrobras', 'en', 'la', 'pandemia', 'covid']"
 #Verificamos: Es falso que se cavaron fosas para enterrar cajones vacíos en Marabá,1,"['verificamos', 'es', 'falso', 'cavaron', 'fosas', 'enterrar', 'cajones', 'vacíos', 'en', 'marabá']"
" #Verificamos: La foto de camas desocupadas no fue tomada en el hospital de campaña en Ibirapuera, SP",1,"['verificamos', 'la', 'foto', 'camas', 'desocupadas', 'fue', 'tomada', 'en', 'el', 'hospital', 'campaña', 'en', 'ibirapuera', 'sp']"
 #Verificamos: Es falso que a quien conduzca sin máscara le pueden quitar puntos de la licencia de conducir,1,"['verificamos', 'es', 'falso', 'quien', 'conduzca', 'sin', 'máscara', 'le', 'pueden', 'quitar', 'puntos', 'la', 'licencia', 'conducir']"
 #Verificamos: Es falso que los datos de las reparticiones del Registro Civil “comprueban” que no hay pandemia,1,"['verificamos', 'es', 'falso', 'los', 'datos', 'las', 'reparticiones', 'del', 'registro', 'civil', 'comprueban', 'hay', 'pandemia']"
 #Verificamos: Es falso que Rui Costa pidió a la intendente de Puerto Seguro que “consiguiera 200 casos de coronavirus”,1,"['verificamos', 'es', 'falso', 'rui', 'costa', 'pidió', 'la', 'intendente', 'puerto', 'seguro', 'consiguiera', 'casos', 'coronavirus']"
 #Verificamos: El mensaje de WhatsApp sobre las donaciones de 492.000 canastas básicas del CRAS es una estafa,1,"['verificamos', 'el', 'mensaje', 'whatsapp', 'las', 'donaciones', 'canastas', 'básicas', 'del', 'cras', 'es', 'una', 'estafa']"
 #Verificamos: Número de mortes por Covid-19 no Ceará não caiu por causa de ‘operação da PF’,1,"['verificamos', 'mortes', 'covid', 'ceará', 'caiu', 'causa', 'operação', 'pf']"
 #Verificamos: É falso que Itapemirim decretou falência durante pandemia da Covid-19,1,"['verificamos', 'falso', 'itapemirim', 'decretou', 'falência', 'pandemia', 'covid']"
 #Verificamos: É falso que Policial Militar atirou em surfista em praia de Fortaleza,1,"['verificamos', 'falso', 'policial', 'militar', 'atirou', 'surfista', 'praia', 'fortaleza']"
 #Verificamos: Es falso que 170 millones están recibiendo ayuda de emergencia por el coronavirus en Brasil,1,"['verificamos', 'es', 'falso', 'millones', 'están', 'recibiendo', 'ayuda', 'emergencia', 'el', 'coronavirus', 'en', 'brasil']"
 #Verificamos: Adélio Bispo no se contagió con el nuevo coronavirus,1,"['verificamos', 'adélio', 'bispo', 'contagió', 'con', 'el', 'nuevo', 'coronavirus']"
 #Verificamos: Es falso que la anciana filmada en la camilla fue rescatada viva en la morgue después de que el hospital comunicara su muerte por Covid-19,1,"['verificamos', 'es', 'falso', 'la', 'anciana', 'filmada', 'en', 'la', 'camilla', 'fue', 'rescatada', 'viva', 'en', 'la', 'morgue', 'después', 'el', 'hospital', 'comunicara', 'su', 'muerte', 'covid']"
 #Verificamos: Las fotos de los cajones vacíos tirados al suelo son anteriores a la pandemia,1,"['verificamos', 'las', 'fotos', 'los', 'cajones', 'vacíos', 'tirados', 'al', 'suelo', 'son', 'anteriores', 'la', 'pandemia']"
 #Verificamos: Las víctimas de Covid-19 no tienen un resultado automático del test de la enfermedad,1,"['verificamos', 'las', 'víctimas', 'covid', 'tienen', 'un', 'resultado', 'automático', 'del', 'test', 'la', 'enfermedad']"
 #Verificamos: El video que muestra a Doria y Joice en una “fiesta en Araçatuba” es viejo,1,"['verificamos', 'el', 'video', 'muestra', 'doria', 'y', 'joice', 'en', 'una', 'fiesta', 'en', 'araçatuba', 'es', 'viejo']"
 #Verificamos: Es falso que el Gobierno de Río pagará R$ 836 a presidiarios del estado,1,"['verificamos', 'es', 'falso', 'el', 'gobierno', 'río', 'pagará', 'r', 'presidiarios', 'del']"
 #Verificamos: Es falso que el video de médicos bailando en Israel tenga relación con el cierre de hospitales sin casos de Covid-19,1,"['verificamos', 'es', 'falso', 'el', 'video', 'médicos', 'bailando', 'en', 'israel', 'tenga', 'relación', 'con', 'el', 'cierre', 'hospitales', 'sin', 'casos', 'covid']"
 #Verificamos: Foto no muestra a una persona sujetando un “cajón vacío con dos dedos” en un entierro durante la pandemia,1,"['verificamos', 'foto', 'muestra', 'una', 'persona', 'sujetando', 'un', 'cajón', 'vacío', 'con', 'dedos', 'en', 'un', 'entierro', 'la', 'pandemia']"
 #Verificamos: Es falso que el uso prolongado de barbijo produce hipoxia,1,"['verificamos', 'es', 'falso', 'el', 'uso', 'prolongado', 'barbijo', 'produce', 'hipoxia']"
 #Verificamos: Es falso que Bill Gates creó una “vacuna no líquida” capaz de monitorear personas vía tecnología 5G,1,"['verificamos', 'es', 'falso', 'bill', 'gates', 'creó', 'una', 'vacuna', 'líquida', 'capaz', 'monitorear', 'personas', 'vía', 'tecnología', 'g']"
 #Verificamos: La foto con carteles de protesta contra el alcalde de Belo Horizonte en la pandemia es un montaje,1,"['verificamos', 'la', 'foto', 'con', 'carteles', 'protesta', 'el', 'alcalde', 'belo', 'horizonte', 'en', 'la', 'pandemia', 'es', 'un', 'montaje']"
 #Verificamos: El video del enfrentamiento entre ambulantes e inspectores en SP es viejo y no tiene relación con Covid-19,1,"['verificamos', 'el', 'video', 'del', 'enfrentamiento', 'ambulantes', 'inspectores', 'en', 'sp', 'es', 'viejo', 'y', 'tiene', 'relación', 'con', 'covid']"
 #Verificamos: Es falso que el número de muertes por día en Manaos cayó después de la visita de Teich,1,"['verificamos', 'es', 'falso', 'el', 'muertes', 'día', 'en', 'manaos', 'cayó', 'después', 'la', 'visita', 'teich']"
 #Verificamos: La imagen de muertos en un naufragio no fue utilizada por el Grupo Globo en una noticia sobre la Covid-19 en Italia,1,"['verificamos', 'la', 'imagen', 'muertos', 'en', 'un', 'naufragio', 'fue', 'utilizada', 'el', 'globo', 'en', 'una', 'noticia', 'la', 'covid', 'en', 'italia']"
" #Verificamos: Es falso que el total de muertes inscriptas en los registros civiles en abril, con la pandemia, fue menor que en 2019",1,"['verificamos', 'es', 'falso', 'el', 'total', 'muertes', 'inscriptas', 'en', 'los', 'registros', 'civiles', 'en', 'abril', 'con', 'la', 'pandemia', 'fue', 'en']"
 #Verificamos: La foto de la “casa de Doria” que circula en Facebook es de una mansión en Los Ángeles,1,"['verificamos', 'la', 'foto', 'la', 'casa', 'doria', 'circula', 'en', 'facebook', 'es', 'una', 'mansión', 'en', 'los', 'ángeles']"
 #Verificamos: El dinero confiscado en la foto publicada por la PF no viene de hospitales de campaña contra la Covid-19 en Río,1,"['verificamos', 'el', 'dinero', 'confiscado', 'en', 'la', 'foto', 'publicada', 'la', 'pf', 'viene', 'hospitales', 'campaña', 'la', 'covid', 'en', 'río']"
 #Verificamos: Es falso que Doria dijo que la gente tiene que elegir entre confinamiento y comida,1,"['verificamos', 'es', 'falso', 'doria', 'dijo', 'la', 'gente', 'tiene', 'elegir', 'confinamiento', 'y', 'comida']"
 #Verificamos: Es falso que el hospital mostrado en video viral ya no tiene casos de Covid-19 en la UTI,1,"['verificamos', 'es', 'falso', 'el', 'hospital', 'mostrado', 'en', 'video', 'viral', 'ya', 'tiene', 'casos', 'covid', 'en', 'la', 'uti']"
 #Verificamos: Una foto sacada en 2010 después de la evacuación de un hospital es usada para ilustrar la salud pública en 2016,1,"['verificamos', 'una', 'foto', 'sacada', 'en', 'después', 'la', 'evacuación', 'un', 'hospital', 'es', 'usada', 'ilustrar', 'la', 'salud', 'pública', 'en']"
 #Verificamos: El video que muestra “hospitales vacíos” en San Pablo distorsiona la realidad de los centros de salud,1,"['verificamos', 'el', 'video', 'muestra', 'hospitales', 'vacíos', 'en', 'san', 'pablo', 'distorsiona', 'la', 'realidad', 'los', 'centros', 'salud']"
" #Verificamos: El número de muertes en Brasil aumentó, y no disminuyó, entre abril de 2019 y 2020",1,"['verificamos', 'el', 'muertes', 'en', 'brasil', 'aumentó', 'y', 'disminuyó', 'abril', 'y']"
 #Verificamos: Es falso que el número total de muertes en el país disminuyó durante la pandemia de Covid-19,1,"['verificamos', 'es', 'falso', 'el', 'total', 'muertes', 'en', 'el', 'país', 'disminuyó', 'la', 'pandemia', 'covid']"
 #Verificamos: Es falso que el número de muertes por enfermedades respiratorias en Ceará cayó en 2020,1,"['verificamos', 'es', 'falso', 'el', 'muertes', 'enfermedades', 'respiratorias', 'en', 'ceará', 'cayó', 'en']"
 #Verificamos: Es falso que el número de muertes de personas por enfermedades respiratorias fue igual en 2019 y 2020,1,"['verificamos', 'es', 'falso', 'el', 'muertes', 'personas', 'enfermedades', 'respiratorias', 'fue', 'igual', 'en', 'y']"
" #Verificamos: “Pastor” que ofrece máscara invisible por R$ 300 es, en verdad, humorista",1,"['verificamos', 'pastor', 'ofrece', 'máscara', 'invisible', 'r', 'es', 'en', 'verdad', 'humorista']"
 #Verificamos: Es falso que la prensa brasileña “se calló” después que Lula dijo que “qué suerte que la naturaleza creó este monstruo de coronavirus”,1,"['verificamos', 'es', 'falso', 'la', 'prensa', 'brasileña', 'calló', 'después', 'lula', 'dijo', 'qué', 'suerte', 'la', 'naturaleza', 'creó', 'monstruo', 'coronavirus']"
 #Verificamos: Video de profesionales de la salud dándole la espalda a un auto no se grabó en Brasil,1,"['verificamos', 'video', 'profesionales', 'la', 'salud', 'dándole', 'la', 'espalda', 'un', 'auto', 'grabó', 'en', 'brasil']"
 #Verificamos: Es falso que el PT busca “prohibir la adquisición de cloroquina por el gobierno” en el STF,1,"['verificamos', 'es', 'falso', 'el', 'pt', 'busca', 'prohibir', 'la', 'adquisición', 'cloroquina', 'el', 'gobierno', 'en', 'el', 'stf']"
 #Verificamos: Es falso que el rechazo a Doria alcanzó el 98% durante la pandemia de Covid-19,1,"['verificamos', 'es', 'falso', 'el', 'rechazo', 'doria', 'alcanzó', 'el', 'la', 'pandemia', 'covid']"
 #Verificamos: Es falso que el STF prohibió a los hospitales militares que atiendan pacientes civiles con Covid-19,1,"['verificamos', 'es', 'falso', 'el', 'stf', 'prohibió', 'los', 'hospitales', 'militares', 'atiendan', 'pacientes', 'civiles', 'con', 'covid']"
 #Verificamos: Es falso que el té de boldo elimina los síntomas de la Covid-19 en hasta tres horas,1,"['verificamos', 'es', 'falso', 'el', 'té', 'boldo', 'elimina', 'los', 'síntomas', 'la', 'covid', 'en', 'hasta', 'tres']"
 #Verificamos: Es falso que Teich dijo que Bolsonaro pone su ‘mediocridad’ por delante de la ciencia,1,"['verificamos', 'es', 'falso', 'teich', 'dijo', 'bolsonaro', 'pone', 'su', 'mediocridad', 'delante', 'la', 'ciencia']"
 #Verificamos: Es falso que solo hay una persona internada por Covid-19 en el HCPM de Río de Janeiro,1,"['verificamos', 'es', 'falso', 'solo', 'hay', 'una', 'persona', 'internada', 'covid', 'en', 'el', 'hcpm', 'río', 'janeiro']"
 #Verificamos: La foto del vagón lleno en SP es vieja y no tiene relación con la alternancia ampliada en la pandemia,1,"['verificamos', 'la', 'foto', 'del', 'vagón', 'lleno', 'en', 'sp', 'es', 'vieja', 'y', 'tiene', 'relación', 'con', 'la', 'alternancia', 'ampliada', 'en', 'la', 'pandemia']"
 #Verificamos: Es falso que el Washington Post informó que el paciente cero de Covid-19 era empleado de un laboratorio en Wuhan,1,"['verificamos', 'es', 'falso', 'el', 'washington', 'post', 'informó', 'el', 'paciente', 'cero', 'covid', 'empleado', 'un', 'laboratorio', 'en', 'wuhan']"
 #Verificamos: El mensaje en WhatsApp que promete “ayuda gas” del Ministerio de la Ciudadanía es un engaño,1,"['verificamos', 'el', 'mensaje', 'en', 'whatsapp', 'promete', 'ayuda', 'gas', 'del', 'ministerio', 'la', 'ciudadanía', 'es', 'un', 'engaño']"
 #Verificamos: Estafadores ofrecen por WhatsApp una falsa tarjeta de compras de Carrefour para robar datos personales,1,"['verificamos', 'estafadores', 'ofrecen', 'whatsapp', 'una', 'falsa', 'tarjeta', 'compras', 'carrefour', 'robar', 'datos', 'personales']"
 #Verificamos: É falso que Ceará não teve nenhum óbito por Covid-19 na última sexta-feira,1,"['verificamos', 'falso', 'ceará', 'nenhum', 'óbito', 'covid', 'última', 'feira']"
" #Verificamos: Es falso que el Bar Brahma, en San Pablo, va a cerrar las puertas después de la pandemia",1,"['verificamos', 'es', 'falso', 'el', 'bar', 'brahma', 'en', 'san', 'pablo', 'va', 'cerrar', 'las', 'puertas', 'después', 'la', 'pandemia']"
 #Verificamos: Es falso que un estudio con 60.000 personas en España muestre la “ineficacia de las cuarentenas”,1,"['verificamos', 'es', 'falso', 'un', 'estudio', 'con', 'personas', 'en', 'españa', 'muestre', 'la', 'ineficacia', 'las', 'cuarentenas']"
 #Verificamos: Es falso que el hijo de William Bonner y Fátima Bernardes recibió ayuda de emergencia del Gobierno Federal,1,"['verificamos', 'es', 'falso', 'el', 'hijo', 'william', 'bonner', 'y', 'fátima', 'bernardes', 'recibió', 'ayuda', 'emergencia', 'del', 'gobierno', 'federal']"
 #Verificamos: El video de un hombre retirado vivo de una tumba es viejo y no tiene relación con la pandemia de Covid-19,1,"['verificamos', 'el', 'video', 'un', 'hombre', 'retirado', 'vivo', 'una', 'tumba', 'es', 'viejo', 'y', 'tiene', 'relación', 'con', 'la', 'pandemia', 'covid']"
 #Verificamos: El investigador chino muerto en EE.UU. no estaba “cerca de descubrir” una vacuna para la Covid-19,1,"['verificamos', 'el', 'investigador', 'chino', 'muerto', 'en', 'ee', 'uu', 'estaba', 'cerca', 'descubrir', 'una', 'vacuna', 'la', 'covid']"
 #Verificamos: Es falso que un médico de Pará descubrió la cloroquina,1,"['verificamos', 'es', 'falso', 'un', 'médico', 'pará', 'descubrió', 'la', 'cloroquina']"
 #Verificamos: Es falso que un piso de hospital en el Amazonas no tenga más pacientes con Covid-19,1,"['verificamos', 'es', 'falso', 'un', 'piso', 'hospital', 'en', 'el', 'amazonas', 'tenga', 'más', 'pacientes', 'con', 'covid']"
 #Verificamos: La Municipalidad de Río no adoptó un plan de reapertura del comercio para principios de junio,1,"['verificamos', 'la', 'municipalidad', 'río', 'adoptó', 'un', 'plan', 'reapertura', 'del', 'comercio', 'principios', 'junio']"
" #Verificamos: PM en video viral hacen el saludo militar a soldado, no a manifestantes en contra del aislamiento social",1,"['verificamos', 'pm', 'en', 'video', 'viral', 'hacen', 'el', 'saludo', 'militar', 'soldado', 'manifestantes', 'en', 'del', 'aislamiento', 'social']"
 #Verificamos: Es falso que San Pablo recibe R$ 16.000 por cada registro de muerte por Covid-19,1,"['verificamos', 'es', 'falso', 'san', 'pablo', 'recibe', 'r', 'registro', 'muerte', 'covid']"
 #Verificamos: La foto de Witzel almorzando en Angra dos Reis no fue tomada durante la pandemia,1,"['verificamos', 'la', 'foto', 'witzel', 'almorzando', 'en', 'angra', 'reis', 'fue', 'tomada', 'la', 'pandemia']"
 #Verificamos: Itaperuna no tuvo el 99% de los pacientes con coronavirus recuperados,1,"['verificamos', 'itaperuna', 'tuvo', 'el', 'los', 'pacientes', 'con', 'coronavirus', 'recuperados']"
 #Verificamos: É falso que número de óbitos por Covid-19 caiu no Rio de Janeiro após operação da PF ,1,"['verificamos', 'falso', 'óbitos', 'covid', 'caiu', 'rio', 'janeiro', 'operação', 'pf']"
 #Verificamos: Imagem de pessoa carregando com uma mão saco ‘com corpo’ é de funeral simbólico nos EUA,1,"['verificamos', 'imagem', 'pessoa', 'carregando', 'mão', 'saco', 'corpo', 'funeral', 'simbólico', 'eua']"
 #Verificamos: Es falso que Itapemirim haya declarado la quiebra durante la pandemia de Covid-19,1,"['verificamos', 'es', 'falso', 'itapemirim', 'haya', 'declarado', 'la', 'quiebra', 'la', 'pandemia', 'covid']"
 #Verificamos: El número de muertes por Covid-19 en Ceará no disminuyó debido a una “operación de la PF”,1,"['verificamos', 'el', 'muertes', 'covid', 'en', 'ceará', 'disminuyó', 'debido', 'una', 'operación', 'la', 'pf']"
 #Verificamos: Es falso que Policía Militar disparó a surfista en playa de Fortaleza,1,"['verificamos', 'es', 'falso', 'policía', 'militar', 'disparó', 'surfista', 'en', 'playa', 'fortaleza']"
 #Verificamos: É falso que Belém não teve nenhuma morte por Covid-19 em 30 e 31 de maio,1,"['verificamos', 'falso', 'belém', 'morte', 'covid', 'maio']"
 #Verificamos: Presidente de Madagascar não disse que OMS ofereceu suborno para envenenar ‘cura da Covid-19’,1,"['verificamos', 'presidente', 'madagascar', 'disse', 'oms', 'ofereceu', 'suborno', 'envenenar', 'cura', 'covid']"
 #Verificamos: É falso que primeira-dama do ES se recuperou da Covid-19 com protocolo da Unimed com hidroxicloroquina,1,"['verificamos', 'falso', 'dama', 'es', 'recuperou', 'covid', 'protocolo', 'unimed', 'hidroxicloroquina']"
 #Verificamos: É falso que Renata Vasconcellos não apresentou Jornal Nacional por ter contraído Covid-19,1,"['verificamos', 'falso', 'renata', 'vasconcellos', 'apresentou', 'jornal', 'nacional', 'contraído', 'covid']"
" #Verificamos: É falso que Hospital de Campanha do Anhembi, em SP, está vazio",1,"['verificamos', 'falso', 'hospital', 'campanha', 'anhembi', 'sp', 'vazio']"
" #Verificamos: É falso que Tasuku Honjo, vencedor do Nobel de Medicina, disse que coronavírus foi criado em laboratório",1,"['verificamos', 'falso', 'tasuku', 'honjo', 'vencedor', 'nobel', 'medicina', 'disse', 'coronavírus', 'criado', 'laboratório']"
 #Verificamos: Es falso que Belén no tuvo ninguna muerte por Covid-19 el 30 y 31 de mayo,1,"['verificamos', 'es', 'falso', 'belén', 'tuvo', 'ninguna', 'muerte', 'covid', 'el', 'y', 'mayo']"
 #Verificamos: Es falso que Ceará no tuvo ninguna muerte por Covid-19 el viernes pasado,1,"['verificamos', 'es', 'falso', 'ceará', 'tuvo', 'ninguna', 'muerte', 'covid', 'el', 'viernes', 'pasado']"
 #Verificamos: La imagen de una persona cargando con una mano una bolsa “con un cuerpo” es de un funeral simbólico en EE.UU.,1,"['verificamos', 'la', 'imagen', 'una', 'persona', 'cargando', 'con', 'una', 'mano', 'una', 'bolsa', 'con', 'un', 'cuerpo', 'es', 'un', 'funeral', 'simbólico', 'en', 'ee', 'uu']"
