,Afirmação checada,Classificação
741,É falso que Brasil seja o país com maior taxa de pessoas recuperadas da Covid-19,Verdadeiro
742,É falso que o Hospital Central da PM no Rio tem apenas um paciente com Covid-19,Verdadeiro
743,É falso que óbitos por Covid-19 em SP caíram após auditoria do Ministério da Saúde,Verdadeiro
744,É falso que OMS alertou que Índia e China exportam máscaras com coronavírus,Verdadeiro
745,É falso que OMS disse que Coronavac não foi testada em nenhum lugar do mundo,Verdadeiro
746,É falso que operação da PF fez Rio excluir 1.177 mortes da estatística de Covid-19,Verdadeiro
747,É falso que pandemia de Covid-19 só reduziu tráfego aéreo no Brasil e no continente africano,Verdadeiro
748,É falso que partidos pediram e STF barrou hospitais militares para pacientes com Covid-19,Verdadeiro
749,É falso que pesquisa indica tratamento com hidroxicloroquina como o mais eficaz contra Covid-19,Verdadeiro
750,É falso que polícia apreendeu dinheiro na casa do secretário de Saúde de Belém,Verdadeiro
751,É falso que policiais prestaram continência a manifestantes contra isolamento em SP,Verdadeiro
752,É falso que políticas educacionais da OMS incentivam a masturbação infantil,Verdadeiro
753,É falso que quem dirigir sem máscara de proteção pode receber multa de trânsito,Verdadeiro
754,É falso que Rui Costa pediu para prefeita de Porto Seguro inventar 200 casos de Covid-19,Verdadeiro
755,É falso que SP revisou dados e agora registra apenas 26 mortes por Covid-19,Verdadeiro
756,É falso que TV italiana noticiou em 2015 que novo coronavírus foi criado em laboratório,Verdadeiro
757,É falso que uso de máscaras reduz entrada de oxigênio nos pulmões,Verdadeiro
758,É falso que vídeo mostre funcionária de lotérica roubando auxílio emergencial de cliente,Verdadeiro
759,É incorreto dizer que OMS concluiu que assintomáticos não têm potencial de transmitir Covid-19,Verdadeiro
760,Enfermeiro engana ao dizer em vídeo que estados e municípios faturam com mortes por Covid-19,Verdadeiro
761,"Fora de contexto, vídeos são usados para acusar chineses de disseminar novo coronavírus",Verdadeiro
762,Foto de hospital recém-aberto em Santo André engana ao sugerir que sistema de saúde está vazio,Verdadeiro
763,Foto de Joice Hasselmann em hospital é de março e não tem relação com a Covid-19,Verdadeiro
764,"Foto de policial pisando em manifestante foi registrada na Venezuela, não no Ceará",Verdadeiro
765,Foto de Witzel almoçando em Angra é anterior à pandemia,Verdadeiro
766,Foto e vídeo de Doria em Araçatuba são anteriores à pandemia de Covid-19,Verdadeiro
767,Foto em que Mandetta e Helder Barbalho se cumprimentam sem máscaras é de 2019,Verdadeiro
768,"Foto mostra médicos cubanos em 2013, não profissionais enviados ao AM para conter Covid-19",Verdadeiro
769,Imagens de caixões vazios não mostram fraude no número de casos da Covid-19,Verdadeiro
770,Globo não veiculou foto de mortos de naufrágio como se fosse de vítimas de Covid-19,Verdadeiro
771,Governador de NY não mostrou que isolamento é ineficaz contra Covid-19,Verdadeiro
772,Governo da Alemanha não enviou à China conta bilionária de prejuízos com a pandemia,Verdadeiro
773,Governo não iniciou cadastro para 'auxílio-cidadão' de R$ 200 contra coronavírus,Verdadeiro
774,"Governo não liberou saque de fundo previdenciário, que nem mesmo existe",Verdadeiro
775,"Governo não liberou saque de fundo previdenciário, que nem mesmo existe",Verdadeiro
776,Gráfico desatualizado engana ao comparar mortes por Covid-19 com as de outras doenças,Verdadeiro
777,Haddad não celebrou aniversário com amigos durante a pandemia; foto é de 2018,Verdadeiro
778,"Homem foi encontrado vivo em saco funerário na Bahia em 2014, não recentemente",Verdadeiro
779,Hospital de Campanha do Pacaembu não está vazio nem faz triagens,Verdadeiro
780,Israel não descobriu cura ou vacina para o coronavírus,Verdadeiro
781,Médicos não indicaram vitamina C e chá de erva-doce contra coronavírus,Verdadeiro
782,Ministério da Saúde não orientou que parentes duvidem de atestados de óbito por Covid-19,Verdadeiro
783,Morte de 'borracheiro' não consta de dados oficiais de letalidade pelo novo coronavírus,Verdadeiro
784,Não é possível afirmar que pacientes foram curados por cloroquina ou corticoides no Piauí,Verdadeiro
785,Não é verdade que Covid-19 pode ser tratada com antibióticos,Verdadeiro
786,Não é verdade que diretor da OMS recuou de recomendação de isolamento social,Verdadeiro
787,Não é verdade que governo federal vai multar pessoas que circularem nas ruas,Verdadeiro
788,Não é verdade que morte por atropelamento em SP foi registrada como Covid-19,Verdadeiro
789,Não é verdade que o remédio ivermectina cure a Covid-19,Verdadeiro
790,Não é verdade que STF afastou Bolsonaro de ações para o controle da pandemia,Verdadeiro
791,Não é verdade que uso prolongado de máscara de proteção causa hipóxia,Verdadeiro
792,Não é verdade que vacina cura Covid-19 em três horas,Verdadeiro
793,Não existe a taxa de sobrevivência à Covid-19 citada em posts nas redes sociais,Verdadeiro
794,Não há evidência científica de que auto-hemoterapia cure a Covid-19,Verdadeiro
795,Não há evidências de que o uso prolongado de máscaras torna o sangue ácido,Verdadeiro
796,Não houve saques em supermercados de São Vicente por causa do coronavírus,Verdadeiro
797,Nobel de Medicina não disse que novo coronavírus foi criado pela China,Verdadeiro
798,Notícia sobre suicídio de empresário que demitiu 223 é antiga e sem relação com a pandemia,Verdadeiro
799,Número de mortes por Covid-19 no Amazonas não caiu após visita de Teich,Verdadeiro
800,Número de mortos por milhão de habitantes não evidencia que pandemia no Brasil é menos grave,Verdadeiro
801,Número de registros de óbitos no Brasil em abril não foi menor que em 2019 e 2018,Verdadeiro
802,OMS não orientou evitar sexo com animais para se prevenir do coronavírus,Verdadeiro
803,Pazuello não disse que ‘suspeita de Covid-19’ não pode mais constar em atestados de óbito,Verdadeiro
804,Posts distorcem fala de porta-voz da OMS para sugerir que entidade recuou sobre quarentena,Verdadeiro
805,Bruno Covas não proibiu nem disse que usou cloroquina,Verdadeiro
806,Presidente chinês não disse que pandemia é início de nova era para o socialismo,Verdadeiro
807,Presos não vão monitorar a população em pontos de ônibus no Pará,Verdadeiro
808,Prisão de professor de Harvard ligado à universidade de Wuhan não tem relação com Covid-19,Verdadeiro
809,Profissionais de saúde não viraram as costas para Bruno Covas; vídeo foi gravado na Bélgica,Verdadeiro
810,Projeto aprovado pela Câmara não obriga a usar máscara dentro de casa,Verdadeiro
811,Rodrigo Maia não descartou projeto do governo Bolsonaro sobre quarentena,Verdadeiro
812,Substâncias presentes no boldo e na quina não tratam Covid-19,Verdadeiro
813,Tabela que compara mortes por Covid-19 com outras causas traz dados falsos,Verdadeiro
814,Texto que acusa China de criar coronavírus para obter vantagem econômica reúne informações falsas,Verdadeiro
815,Vídeo compartilhado por Bolsonaro engana ao afirmar que Ceasa em MG está desabastecida,Verdadeiro
816,Vídeo de briga entre ambulantes e fiscais em SP é antigo e não tem relação com isolamento,Verdadeiro
817,Vídeo de militares correndo na praia é antigo e não tem relação com isolamento social,Verdadeiro
818,Vídeo de protesto contra governo Dilma é difundido como fosse de ato pró-Bolsonaro,Verdadeiro
819,Vídeo em que ministro de Israel defende isolar apenas idosos é anterior às restrições no país,Verdadeiro
820,"Vídeo em que policial atira em surfista foi gravado na Costa Rica, não no Brasil",Verdadeiro
821,Vídeo não mostra homem enterrado vivo nem tem relação com a pandemia,Verdadeiro
822,Vídeo que mostra ação da PM em praia é antigo e sem relação com isolamento social,Verdadeiro
823,Vídeo que mostra descarte de alimentos na Ceagesp é antigo e sem relação com isolamento,Verdadeiro
824,Vitamina C com zinco não previne nem trata sintomas do novo coronavírus,Verdadeiro
825,"
  Médicos não recomendam chá de erva-doce para combater o novo coronavírus",Verdadeiro
826,"
  O vídeo em que Drauzio Varella diz que continuará andando nas ruas é de 30 de janeiro, antes da chegada do novo coronavírus ao Brasil",Verdadeiro
827, #Verificamos: É falso que patente prove que farmacêuticas espalharam novo coronavírus para vender vacinas,Verdadeiro
828," #Verificamos: É falso que coronavírus infectou 2,8 milhões e matou 112 mil na China",Verdadeiro
829, #Verificamos: É montagem tuíte de ‘O Globo’ dizendo que paciente com coronavírus mordeu médico,Verdadeiro
830, #Verificamos: Empresa chinesa com logo ‘inspirado’ no game Resident Evil não tem relação com coronavírus,Verdadeiro
831, #Verificamos: Foto de pessoas caídas na rua é antiga e não tem relação com o novo coronavírus,Verdadeiro
832," #Verificamos: É da Indonésia, e não da China, vídeo em feira que vende carne de cobra, rato e outros animais",Verdadeiro
833, #Verificamos: É falso que chá de erva-doce pode ser usado como tratamento contra o novo coronavírus,Verdadeiro
834, #Verificamos: Suspeita de infecção por novo coronavírus através de encomendas não tem nenhum embasamento científico,Verdadeiro
835, #Verificamos: É falso que paciente em hospital no Maranhão foi diagnosticado com novo coronavírus,Verdadeiro
836," #Verificamos: Novo vídeo mostra mercado que vende morcegos na Indonésia, não na China",Verdadeiro
837, #Verificamos: Estudo não prova que novo coronavírus tem proteína do HIV,Verdadeiro
838, #Verificamos: É falso que ‘imagens de satélite’ indicam ‘cremação em massa’ de vítimas de coronavírus na China,Verdadeiro
839, #Verificamos: É falso que Os Simpsons previram a chegada do novo coronavírus,Verdadeiro
840, #Verificamos: É falso que vinagre é mais eficiente que álcool gel na proteção contra o novo coronavírus,Verdadeiro
841, #Verificamos: É falso texto que indica vitamina C e água quente com limão como prevenção contra o novo coronavírus,Verdadeiro
842, #Verificamos: É falso que higienizar as mãos com álcool gel influencia no teste do bafômetro,Verdadeiro
843, #Verificamos: Texto traz informações falsas sobre características do novo coronavírus,Verdadeiro
844, #Verificamos: É falso que Cuba fabricou uma vacina contra o novo coronavírus,Verdadeiro
845, #Verificamos: É falso que quem consegue prender a respiração por mais de 10 segundos não está infectado pelo novo coronavírus,Verdadeiro
846, #Verificamos: É falso que água fervida com alho cura o novo coronavírus,Verdadeiro
847, #Verificamos: É falso que Igreja Universal venda álcool em gel ungido por R$ 500,Verdadeiro
848, #Verificamos: É falso que Israel já tem vacina pronta contra o novo coronavírus,Verdadeiro
849, #Verificamos: Preta Gil não cantou em bloco de Carnaval após contrair Covid-19,Verdadeiro
850, #Verificamos: Beber água gelada não prejudica e tomar sol não previne contra novo coronavírus,Verdadeiro
851, #Verificamos: É de 2013 foto de caixões de supostas ‘vítimas do coronavírus’ na Itália,Verdadeiro
852, #Verificamos: É falso que Rodrigo Maia votou a favor de lei que proibiria fechar fronteiras do Brasil,Verdadeiro
853, #Verificamos: Propaganda de ‘acesso grátis’ ao Netflix durante pandemia é falsa e direciona a site pirata,Verdadeiro
854, #Verificamos: É falsa nota da Petrobras que anuncia fechamento de refinarias por causa da Covid-19,Verdadeiro
855, #Verificamos: Uber não vai suspender operações no Brasil por causa da Covid-19,Verdadeiro
856, #Verificamos: Vacina para cachorros não tem relação com o vírus que causa Covid-19,Verdadeiro
857, #Verificamos: É falso que Atacadão doará cestas básicas na pandemia de Covid-19,Verdadeiro
858, #Verificamos: Textos que relatam assaltos de ‘agentes de saúde que combatem coronavírus’ em GO e MG são falsos,Verdadeiro
859, #Verificamos: É falso que idosos que desrespeitarem isolamento da Covid-19 terão aposentadoria suspensa,Verdadeiro
860, #Verificamos: É falso que Maju Coutinho passeou na orla do Rio durante isolamento contra novo coronavírus,Verdadeiro
861, É antigo vídeo de Drauzio Varella minimizando isolamento contra novo coronavírus,Verdadeiro
862, #Verificamos: É antiga foto de baile funk que teria desrespeitado a quarentena da Covid-19,Verdadeiro
863, #Verificamos: Hospital de campanha em SP é da prefeitura e não tem mil vagas de trabalho disponíveis,Verdadeiro
864, #Verificamos: Receita de etanol combustível com água é tóxica e não deve ser usada ,Verdadeiro
865, #Verificamos: ‘Vacina’ que cura Covid-19 em apenas três horas não existe,Verdadeiro
866, #Verificamos: Foto de banhistas em Copacabana não foi tirada ‘durante quarentena’,Verdadeiro
867, #Verificamos: É falso que órgãos de saúde recomendaram que homens tirem a barba em função da Covid-19 ,Verdadeiro
868, #Verificamos: É falso que ‘testes bem-sucedidos’ de vacina contra a Covid-19 foram realizados na França,Verdadeiro
869, #Verificamos: É falso que general Augusto Heleno curou-se da Covid-19 com cloroquina,Verdadeiro
870, #Verificamos: É falso que homem desempregado ‘por conta da quarentena’ pulou de viaduto em São Paulo,Verdadeiro
871, #Verificamos: É falso que surto de H1N1 em 2009 foi mais intenso do que epidemia de Covid-19,Verdadeiro
872, #Verificamos: Imagem de mercado saqueado em SP é antiga e não tem relação com Covid-19,Verdadeiro
873, #Verificamos: É falso que Israel teve ‘melhor situação do mundo’ contra Covid-19 isolando apenas idosos,Verdadeiro
874, #Verificamos: É falso áudio de assessor do governo do Ceará pedindo que TV faça oposição a Bolsonaro,Verdadeiro
875, #Verificamos: É falsa mensagem com site de cadastro do auxílio-emergencial do governo na crise da Covid-19,Verdadeiro
876, #Verificamos: É falso que Ronaldo Caiado foi agredido por manifestantes,Verdadeiro
877, #Verificamos: É antiga e não tem relação com a Covid-19 foto de distribuição de cesta básica no Maranhão,Verdadeiro
878, #Verificamos: É falso que Gleisi orientou militantes do PT a recusar ajuda do governo na pandemia,Verdadeiro
879," #Verificamos: Luciano Hang, Roberto Justus e Eduardo Costa não doaram 90 respiradores e R$ 4 milhões ao SUS",Verdadeiro
880, #Verificamos: É falso que OMS mudou de posição sobre restrições de movimento durante epidemia de Covid-19,Verdadeiro
881," #Verificamos: Deputado preso em festa que desrespeitou isolamento é filiado ao PSL, e não ao PSOL",Verdadeiro
882, #Verificamos: Homens em vídeos contra problemas econômicos da quarentena não são o ‘dono do Carrefour’,Verdadeiro
883," No Twitter, Osmar Terra publica informações falsas sobre Covid-19 nos Países Baixos",Verdadeiro
884, Bolsonaro publica vídeo no Twitter com informações falsas sobre desabastecimento da Ceasa em Minas Gerais,Verdadeiro
885, #Verificamos: Ex-detento flagrado com drogas e armas no RS não foi libertado por causa da Covid-19,Verdadeiro
886, #Verificamos: É falso que Doria proibiu cloroquina nos hospitais de São Paulo,Verdadeiro
887, #Verificamos: É falso que todos os infectados pelo novo coronavírus em Blumenau estão curados,Verdadeiro
888, #Verificamos: Tabela que circula nas redes sociais induz a erro ao comparar países com e sem quarentena,Verdadeiro
889, #Verificamos: É falso que dinheiro tenha sido descartado na Itália por causa da Covid-19,Verdadeiro
890, #Verificamos: É antiga notícia de que empresário cometeu suicídio após demitir 223 funcionários,Verdadeiro
891, #Verificamos: É falso que Exército fez 2 mil leitos para pacientes de Covid-19 em 48h,Verdadeiro
892, #Verificamos: São falsos áudios sobre arrastões de usuários da Cracolândia durante pandemia,Verdadeiro
893, #Verificamos: É antiga foto de Tiago Leifert com funcionários do BBB ‘comemorando recorde de audiência’,Verdadeiro
894, #Verificamos: É antiga foto que mostra fila em frente ao Bom Prato em São Paulo,Verdadeiro
895, #Verificamos: É falso que governo da Paraíba usou verba emergencial para contratar artistas,Verdadeiro
896, #Verificamos: Vídeo de confronto na Cracolândia não foi feito na pandemia de Covid-19,Verdadeiro
897, Análise de Osmar Terra sobre efeitos da quarentena na Itália não tem respaldo científico,Verdadeiro
898, #Verificamos: É falso que pesquisador norte-americano foi preso por fabricar e vender o novo coronavírus para a China,Verdadeiro
899, #Verificamos: Homens em vídeos contra ações de combate ao coronavírus não são o ‘dono da Localiza’,Verdadeiro
900, #Verificamos: É falso que Rodrigo Maia disse que fundo eleitoral é mais importante que ‘a vida de alguns brasileiros’,Verdadeiro
901, #Verificamos: Banco Mundial não classificou Brasil como ‘melhor país no combate ao Covid-19’,Verdadeiro
902, #Verificamos: É falso que empresário cometeu suicídio depois de demitir funcionários em Nova York,Verdadeiro
903, #Verificamos: Padre Fábio de Melo não escreveu texto contra julgar quem descumpre quarentena na pandemia,Verdadeiro
904, #Verificamos: É falso que hospital de Fortaleza dedicado à Covid-19 está vazio,Verdadeiro
905, #Verificamos: É falso que hospital do Rio dedicado à Covid-19 não tem pacientes,Verdadeiro
906, #Verificamos: Reportagem italiana sobre pesquisa com coronavírus é antiga e não tem ligação com causador da Covid-19,Verdadeiro
907, #Verificamos: Foto de aglomeração na Cracolândia é antiga e não tem relação com Covid-19,Verdadeiro
908, #Verificamos: É falso que Hospital de Campanha do Pacaembu não tem pacientes,Verdadeiro
909, #Verificamos: É falso que total de mortes por Covid-19 foi revisado para 26 em SP,Verdadeiro
910, #Verificamos: É falso tuíte sobre cura de ‘primo Antonio Carlos’ com cloroquina em hospital no Rio,Verdadeiro
911, #Verificamos: É falso que FDA liberou hidroxicloroquina para todos os pacientes com Covid-19,Verdadeiro
912, #Verificamos: É falso que o Hospital das Clínicas de São Paulo não tem pacientes com Covid-19,Verdadeiro
913, #Verificamos: Homem que aparece ao lado de Doria e outros políticos não é ‘chinês preso com carga roubada’,Verdadeiro
914, #Verificamos: É antigo vídeo que mostra ‘idoso na rua’ sendo imobilizado pela PM de São Paulo,Verdadeiro
915, #Verificamos: Vídeo de homem sendo agredido pela PM de São Paulo foi publicado em dezembro,Verdadeiro
916, Quinino presente na água tônica não ajuda a tratar ou prevenir Covid-19,Verdadeiro
917, #Verificamos: É falso que atriz norte-americana afirmou que ‘só se salvou porque usou cloroquina’,Verdadeiro
918, #Verificamos: Marcelo Bretas não postou texto dizendo que hidroxicloroquina atrapalha corrupção de políticos,Verdadeiro
919, #Verificamos: Vídeo que mostra idosa sendo imobilizada por guarda municipal em Sorocaba é antigo,Verdadeiro
920, #Verificamos: É antigo vídeo que mostra frequentadores de praia levando tiros da polícia,Verdadeiro
921, #Verificamos: É antigo vídeo que mostra frequentadores de praia levando tiros da polícia,Verdadeiro
922, #Verificamos: Vídeo de saque a supermercado é antigo e não foi gravado no Brasil,Verdadeiro
923, #Verificamos: É falso que médicos de 30 países confirmam a eficácia da cloroquina,Verdadeiro
924, #Verificamos: É falso que alimentos com ‘pH mais alcalino’ ajudam no combate à Covid-19,Verdadeiro
925, #Verificamos: É falso que mortes por Covid-19 caíram depois de ‘investigação’ da Polícia Federal,Verdadeiro
926, #Verificamos: Vídeo que mostra mulher sendo agredida por guarda na Bahia não tem relação com a Covid-19,Verdadeiro
927, #Verificamos: Vídeo de abordagem policial em MG não tem relação com Covid-19,Verdadeiro
928, #Verificamos: São falsos tuíte e perfil de General Heleno com afirmação de que Bolsonaro teve Covid-19,Verdadeiro
929, #Verificamos: É antiga foto que mostra João Doria em ‘festa’ em Araçatuba,Verdadeiro
930, #Verificamos: Fotografia de jovem sendo pisoteada por policial é antiga e não é do Ceará,Verdadeiro
931, #Verificamos: Sites distorcem comunicado da Renner sobre fechamento de lojas por Covid-19,Verdadeiro
932, #Verificamos: É falso que WhatsApp teve bloqueio determinado pela Justiça em 2020,Verdadeiro
933, #Verificamos: É falso que FBI apreendeu máscaras importadas da China contaminadas com novo coronavírus,Verdadeiro
934, #Verificamos: É antiga foto de governador do RS em atração turística junto com seu irmão,Verdadeiro
935, #Verificamos: É falso que hospital dedicado à Covid-19 em Fortaleza não tem pacientes,Verdadeiro
936," #Verificamos: É falso que chá de limão, alho e jambu cura a Covid-19",Verdadeiro
937, #Verificamos: É falso que caixões vazios estão sendo enterrados no Amazonas,Verdadeiro
938, #Verificamos: Post erra ao falar que novos casos de Covid-19 diminuem diariamente no mundo,Verdadeiro
939, #Verificamos: É falso que sistema de UPAs do Rio induz registro de casos de Covid-19,Verdadeiro
940, #Verificamos: É falso que Caixa bloqueou auxílio emergencial para 187 mil CPFs,Verdadeiro
941, #Verificamos: Governo não suspendeu pagamento do auxílio emergencial por falta de dinheiro,Verdadeiro
942, #Verificamos: É falso que Nelson Teich está ‘auditando’ números da Covid-19,Verdadeiro
943, #Verificamos: É falso vídeo de suposta reportagem com alerta da OMS sobre ‘máscaras infectadas com coronavírus’,Verdadeiro
944, #Verificamos: Incêndio em carro mostrado em vídeo viral não foi causado por álcool em gel,Verdadeiro
945, #Verificamos: É falso que morte de traficante foi noticiada pela GloboNews como Covid-19,Verdadeiro
946, #Verificamos: É falso que hospital de campanha em Santo André não tem pacientes,Verdadeiro
947, #Verificamos: É falso que hospital de campanha em Santo André não tem pacientes,Verdadeiro
948, #Verificamos: Foto e vídeo de caixão vazio são antigas e não têm relação com enterros por Covid-19 no Amazonas,Verdadeiro
949, #Verificamos: Foto e vídeo de caixão vazio são antigas e não têm relação com enterros por Covid-19 no Amazonas,Verdadeiro
950, #Verificamos: Novo golpe oferece kits gratuitos de produtos de limpeza e higiene na pandemia,Verdadeiro
951, #Verificamos: Novo golpe oferece kits gratuitos de produtos de limpeza e higiene na pandemia,Verdadeiro
952," #Verificamos: Post erra ao comparar taxa de letalidade da Covid-19 em Minas Gerais, São Paulo, Ceará e Rio de Janeiro",Verdadeiro
953," #Verificamos: Post erra ao comparar taxa de letalidade da Covid-19 em Minas Gerais, São Paulo, Ceará e Rio de Janeiro",Verdadeiro
954, #Verificamos: É falso que caixões de vítimas de Covid-19 em Belo Horizonte estavam cheios de pedras,Verdadeiro
955, #Verificamos: É falso que caixões de vítimas de Covid-19 em Belo Horizonte estavam cheios de pedras,Verdadeiro
956, #Verificamos: É falso que covas foram abertas para enterrar caixões vazios em Marabá,Verdadeiro
957, #Verificamos: É falso que covas foram abertas para enterrar caixões vazios em Marabá,Verdadeiro
958, #Verificamos: É falso que quem dirigir sem máscara pode perder pontos na carteira de motorista,Verdadeiro
959, #Verificamos: É falso que quem dirigir sem máscara pode perder pontos na carteira de motorista,Verdadeiro
960, #Verificamos: Foto não prova enterro de ‘caixão vazio’ carregado por dois homens na pandemia,Verdadeiro
961, #Verificamos: Foto não prova enterro de ‘caixão vazio’ carregado por dois homens na pandemia,Verdadeiro
962, #Verificamos: Golpe promete vale-combustível da Petrobras na pandemia de Covid-19,Verdadeiro
963, #Verificamos: Golpe promete vale-combustível da Petrobras na pandemia de Covid-19,Verdadeiro
964," #Verificamos: Foto de leitos desocupados não foi tirada em hospital de campanha do Ibirapuera, em SP",Verdadeiro
965," #Verificamos: Foto de leitos desocupados não foi tirada em hospital de campanha do Ibirapuera, em SP",Verdadeiro
966, #Verificamos: É falso que Rui Costa pediu para a prefeita de Porto Seguro ‘arrumar 200 casos de Coronavírus’,Verdadeiro
967, #Verificamos: É falso que Rui Costa pediu para a prefeita de Porto Seguro ‘arrumar 200 casos de Coronavírus’,Verdadeiro
968, #Verificamos: É falso que dados de cartórios ‘comprovam’ que não há pandemia,Verdadeiro
969, #Verificamos: É falso que dados de cartórios ‘comprovam’ que não há pandemia,Verdadeiro
970, #Verificamos: É golpe mensagem no WhatsApp sobre doações de 492 mil cestas básicas pelo CRAS,Verdadeiro
971, #Verificamos: É golpe mensagem no WhatsApp sobre doações de 492 mil cestas básicas pelo CRAS,Verdadeiro
972, #Verificamos: É antigo vídeo que mostra Doria e Joice em ‘festa em Araçatuba’,Verdadeiro
973, #Verificamos: Foto não mostra pessoa segurando ‘caixão vazio com dois dedos’ em enterro na pandemia,Verdadeiro
974, #Verificamos: Fotos de caixões vazios jogados no chão são anteriores à pandemia,Verdadeiro
975, #Verificamos: É falso que Governo do Rio irá pagar R$ 836 para presidiários do estado,Verdadeiro
976, #Verificamos: É falso que 170 milhões estão recebendo auxílio emergencial por coronavírus no Brasil,Verdadeiro
977, #Verificamos: É falso que vídeo de médicos dançando em Israel tenha relação com fechamento de hospitais sem casos de Covid-19,Verdadeiro
978, #Verificamos: Adélio Bispo não foi contaminado com o novo coronavírus,Verdadeiro
979, #Verificamos: Vítimas da Covid-19 não tem resultado automático em teste da doença,Verdadeiro
980, #Verificamos: É falso que uso prolongado de máscara de proteção produz hipóxia,Verdadeiro
981, #Verificamos: É falso que idosa filmada em maca foi resgatada viva do necrotério após hospital comunicar morte por Covid-19,Verdadeiro
982, #Verificamos: É falso que Bill Gates criou ‘vacina não líquida’ capaz de monitorar pessoas via tecnologia 5G,Verdadeiro
983, #Verificamos: É falso que número de mortes por dia caiu em Manaus após visita de Teich,Verdadeiro
984," #Verificamos: É falso que total de mortes registradas em cartórios em abril, com a pandemia, foi menor que em 2019",Verdadeiro
985, #Verificamos: Imagem de mortos em naufrágio não foi utilizada pela Globo em notícia sobre a Covid-19 na Itália,Verdadeiro
986, #Verificamos: Vídeo de confronto entre ambulantes e fiscais em SP é antigo e não tem relação com Covid-19,Verdadeiro
987," #Verificamos: É falso que, no Ceará, o número de mortes por doenças respiratórias diminuiu em 2020",Verdadeiro
988, #Verificamos: Foto de vagão lotado em SP é antiga e não tem relação com rodízio ampliado na pandemia,Verdadeiro
989, #Verificamos: É montagem foto com faixas de protesto contra prefeito de Belo Horizonte na pandemia,Verdadeiro
990, #Verificamos: É falso que Washington Post informou que paciente zero da Covid-19 era funcionário de laboratório em Wuhan,Verdadeiro
991, #Verificamos: É falso que número total de mortes no país diminuiu durante pandemia de Covid-19,Verdadeiro
992, #Verificamos: É falso que rejeição de Doria chegou a 98% durante pandemia da Covid-19,Verdadeiro
993, #Verificamos: Es vieja la foto de Tiago Leifert con empleados del BBB ‘celebrando récord de audiencia’,Verdadeiro
994, #Verificamos: Es vieja la foto que muestra una fila en frente de Bom Prato en San Pablo,Verdadeiro
995, #Verificamos: Son falsos los audios sobre robos en masa por consumidores en Cracolândia durante la pandemia,Verdadeiro
996, #Verificamos: Es vieja la noticia de que un empresario se suicidó después de despedir 223 empleados,Verdadeiro
997, #Verificamos: Es falso que el gobierno de Paraíba usó una partida de emergencia para contratar artistas,Verdadeiro
998, #Verificamos: El video del enfrentamiento en Cracolândia no ocurrió en la pandemia de Covid-19,Verdadeiro
999, #Verificamos: Es falso que el hospital de Rio dedicado al Covid-19 no tiene pacientes,Verdadeiro
1000, #Verificamos: El reportaje italiano sobre la investigación con coronavirus es viejo y no tiene relación con el causante de la Covid-19,Verdadeiro
1001, #Verificamos: Es falso que se haya descartado dinero en Italia a causa de la Covid-19,Verdadeiro
1002, #Verificamos: Vídeo que mostra ‘hospitais vazios’ em São Paulo distorce realidade de estabelecimentos de saúde,Verdadeiro
1003, #Verificamos: Foto tirada em 2010 após evacuação de hospital é usada para ilustrar saúde pública em 2016,Verdadeiro
1004, #Verificamos: É falso que número de mortes de pessoas por doenças respiratórias foi igual em 2019 e 2020,Verdadeiro
1005, #Verificamos: Foto de ‘casa do Doria’ que circula no Facebook é de mansão em Los Angeles,Verdadeiro
1006, #Verificamos: É falso que chá de boldo elimina sintomas da Covid-19 em até três horas,Verdadeiro
1007, #Verificamos: Golpistas oferecem falso cartão de compras do Carrefour pelo WhatsApp para roubar dados pessoais,Verdadeiro
1008," #Verificamos: Número de óbitos no Brasil aumentou, e não diminuiu, entre abril de 2019 e 2020",Verdadeiro
1009, #Verificamos: É falso que autoridades italianas descobriram que Covid-19 é causada por bactéria,Verdadeiro
1010, #Verificamos: É falso que hospital mostrado em vídeo viral não tem mais casos de Covid-19 na UTI,Verdadeiro
1011, #Verificamos: É falso que STF proibiu hospitais militares de atender pacientes civis com Covid-19,Verdadeiro
1012, #Verificamos: É falso que só há uma pessoa internada por Covid-19 no HCPM do Rio de Janeiro,Verdadeiro
1013, #Verificamos: Dinheiro apreendido em foto publicada pela PF não vem de hospitais de campanha contra Covid-19 no Rio,Verdadeiro
1014," #Verificamos: ‘Pastor’ que oferece máscara invisível por R$ 300 é, na verdade, humorista",Verdadeiro
1015, #Verificamos: É falso que ação do PT no STF visa a ‘proibir a aquisição de cloroquina pelo governo’,Verdadeiro
1016, #Verificamos: Vídeo que mostra homem com suspeita de Covid-19 entrando em ambulância não foi forjado,Verdadeiro
1017, #Verificamos: É falso que Doria disse que pessoas precisam escolher entre confinamento e comida,Verdadeiro
1018, #Verificamos: É falso que imprensa brasileira ‘se calou’ após Lula dizer que ‘ainda bem que natureza criou esse monstro do coronavírus’,Verdadeiro
1019, #Verificamos: É falso que Teich disse que Bolsonaro coloca ‘mediocridade’ à frente da ciência,Verdadeiro
1020, #Verificamos: É falso que filho de William Bonner e Fátima Bernardes recebeu auxílio emergencial do Governo Federal,Verdadeiro
1021, #Verificamos: Itaperuna não teve 99% dos pacientes com coronavírus recuperados,Verdadeiro
1022, #Verificamos: Vídeo de profissionais de saúde dando as costas para um carro não foi gravado no Brasil,Verdadeiro
